67	### #67. Vault deployer hard-codes owner-as-sole-guardian
68	### #68. Seer score architecture: operator delta replaces automated score
69	### #69. `OwnerControlPanel` queued actions never expire
72	### #72. `checkout/[id]` PATCH closure crash
79	### #79. Indexer ABI 5-vs-8 fields mismatch
80	### #80. Indexer doesn't handle reorg
91	### #91. `/api/crypto/transfer` and 4 other endpoints don't exist in the codebase
92	### #92. `/api/crypto/payment-requests` and `[id]` routes fail at module load
93	### #93. `/api/crypto/payment-requests/[id]` PATCH references `params` outside `withAuth` closure
94	### #94. Frontend and backend disagree on `/api/crypto/payment-requests` POST schema
95	### #95. `payment-requests/[id]` PATCH lets either party mark a request as 'completed' with a fake tx_hash
96	### #96. `PaymentLinkGenerator` outputs `/pay/<slug>?amount=...` to a route that doesn't exist
97	### #97. Hosted-checkout `page.tsx` extracts `tx_hash` incorrectly — always sends empty string
98	### #98. `useEscrow.createEscrow` is identical to `usePayMerchant` while UI promises buyer protection
99	### #99. PayContent.tsx and PaymentInterface.tsx don't record payments to the merchant DB
100	### #100. Three different on-chain payment paths exist; one is dead code that bypasses the vault
101	### #101. CheckoutPanel hardcodes VFIDE = $0.50 and uses it in fallbacks
102	### #102. PaymentRequestCard's `Pay` button calls `payPaymentRequest` which has the chain of broken endpoints
103	### #103. `notifyTipReceived` and similar fire-and-forget social actions silently swallow errors
104	### #104. `request.expiresAt` is set client-side without verification
105	### #105. Customer dictates pricing
106	### #106. Inventory overcommit
137	### #137. `merchant/withdraw` POST inserts a `pending` row with no on-chain debit
138	### #138. `merchant/withdraw` POST trusts a body-supplied `amount` that has no relation to the merchant's actual balance
139	### #139-#150. Off-ramp / Dashboard / Setup wizard / Disputes / Training issues
140	- **#140-#141**: Setup wizard uses blob: URLs for product images that don't survive page reload
142	- **#142**: MerchantDashboard registration doesn't sync with off-chain profile
143	- **#143**: Auto-convert toggle optimistically updates state without on-chain confirmation
144	- **#144-#145**: Disputes UI renders fake mediationPreview; PeerMediation falls back to DEFAULT_DISPUTE
146	- **#146**: MerchantTraining is purely decorative; "completion" is local state with no backend sync
147	- **#147**: ProofScore minimum requirement contradiction (5,600 vs 8,000 used in different places)
148	- **#148**: customPayout accepts any address with no balance/contract check
149	- **#149**: app/merchant/page.tsx mounts multiple sensitive components without auth gating
150	- **#150**: PaymentInterface mock-vs-real mismatch from #98 repeats here
151	10. **Fix Seer.setScore + resolveScoreDispute lastActivity + history** (#151, #159, #177, #178, R12-R13). DAO-promoted users can't vote in DAO due to score-history initialization gap; applyDecay permanently demotes; multiple compounding bugs in Seer.
152	### #152. `applyDecay` permanent demotion
159	### #159. Score-resolveDispute lastActivity gap
177	**Description**: When DAO sets a user's score via `setScore`, no history snapshot is recorded. The user's `lastActivity` isn't updated either. Combined with #177/#178, DAO-promoted users cannot vote in DAO because their effective score for governance reads zero (no recent activity).
178	### #178. Same DAO-promotion gap applies to score recovery from dispute
179	### #179. SeerAutonomous DAO brick
206	- DAOTimelock requires manual admin rotation outside any script (#206-#208).
207	### #207. After admin rotation to DAO, `timelock.execute()` becomes unreachable — DAO has no function that calls it
208	### #208. If deployer's key is lost or compromised before manual admin rotation, the system is bricked
209	### #209. The deployment scripts don't queue `setSecondaryExecutor` at all
210	### #210. `requeueExpired` doesn't preserve `daoProposalForTx` mapping → DAO proposals stuck
211	### #211-#213. cleanupExpired/cancel don't notify DAO; can't be called by DAO post-rotation
214	### #214. `_validateERC20BoolReturn` only checks 3 selectors — other ERC20 patterns aren't validated
215	### #215. `cleanupExpired` and `requeueExpired` don't check `daoProposalForTx[id] == 0` before purge
216	### #216. `setLedger` and `setPanicGuard` accept zero address
217	### #217. `setDelay` resets `emergencyDelayReduced = false` but does not validate against the absolute floor
218	### #218. The `nonce` is incremented per-queue but not per-cancel, so cancelled txs leak nonce values
219	### #219. `getQueuedTransactions` iterates the full array — gas concern for long-lived deployments
220	### #220. `panicGuard.globalRisk()` is wrapped in untrusted external call without try-catch in `execute`
221	### #221. EXPIRY_WINDOW = 7 days; SECONDARY_EXECUTOR_DELAY = 3 days; effective execute window = 4 days
222	### #222. `setAdmin`, `setSecondaryExecutor`, etc. don't have an event log lookup for the queued txId
223	### #223. `secondaryExecutor` change requires onlyTimelockSelf, so cannot be rotated quickly in emergency
224	### #224. `transfer-governance.ts` runs `feeDist.setDestination` (step 7) but doesn't check that FeeDistributor's admin is the deployer
225	### #225. `canRotateSecondaryExecutor` view function for ops runbook
226	### #226. `MAX_DELAY = 30 days`, `MIN_DELAY = 12 hours` — wide range
227	### #227. `EMERGENCY_REDUCTION_RESET = 30 days` — admin can use the emergency reduction once per 30 days
228	### #228. The system has three independent "delay" mechanisms
229	### #229. queuedIds capped at 500 — same as MAX_PROPOSALS in DAO
230	### #230. `VFIDEPriceOracle._getUniswapPrice` reads `slot0()` — spot price, not TWAP
231	### #231. Circuit breaker only updates `lastPrice` via `updatePrice()`; reads via `getPrice()` are unprotected
232	### #232. `deploy-full.ts` sets `_burn = deployer.address` but burn destination is immutable
233	### #233. Deploy script `_sanctum = deployer.address` — sanctum funds go to deployer until SanctumVault is deployed and `setDestination` runs
234	### #234. `distribute()` re-distributes failed-channel funds via the next round's full split, including burn
235	### #235. `distribute()` reads `balanceOf(address(this))` — anyone can direct-transfer to influence distribution
236	### #236. `receiveFee` rejects unauthorized callers but `setAuthorizedFeeSource` is admin-only with no timelock
237	### #237. `VFIDEFlashLoan.confirmSystemExempt` requires DAO call but DAO is initially set to deployer
238	### #238. `findBestLender` iterates only first 200 lenders out of 500 cap — late lenders are invisible
239	### #239. `MIN_INITIAL_LENDER_DEPOSIT = 1 ether` (1 VFIDE) is far below sybil-resistance threshold
240	### #240. `sweepOrphanBalance` is `onlyDAO` with no timelock — fast extraction path
241	### #241. Guarantor liability uses `allowance(approvalSource, this)` as cap
242	### #242. `extractFromGuarantors` order and stalled-guarantor detection
243	### #243. `_releaseGuarantorCommitment` can underflow if amount > committedLiabilityBySource
244	### #244. `payInstallment` allows borrower to pay in any order, but penalties recompute on default
245	### #245. Score-based loan tiers are read at acceptance time only
246	### #246. `EcoTreasuryVault.acceptDAO` is callable by `pendingDAO` with no expiration
247	### #247. `EcoTreasuryVault.noteVFIDE` invariant catches inflation but blocks legitimate notifications too
248	### #248. `SanctumVault` uses Ownable inheritance but no `onlyOwner` functions exist
249	### #249. `SanctumVault.deposit` accepts ANY token, including non-charity-relevant
250	### #250. `SanctumVault.rejectDisbursement` doesn't refund pre-paid gas to proposer
251	### #251. `SanctumVault.executeDisbursement` checks balance at execute time, not at propose time
252	### #252. `EcosystemVault` Ownable + manager + DAO triple-role — ownership not rotated in scripts
253	### #253-#256. SystemHandover bugs
254	- **#254**: canExecuteHandover view doesn't check the same expanded conditions as execute
255	- **#255**: disarm requires >= 30 days from handoverAt (last-month restriction)
256	- **#256**: extendOnceIfNeeded reads council scores via `seer.getScore`, which is hot-path
257	### #257. `VFIDEFlashLoan.deposit` doesn't check for fee-on-transfer tokens
258	### #258-#260. VFIDETermLoan issues
259	- **#259**: tier1Limit can be set above tier2Limit (tier inversion)
260	- **#260**: claimDefault for plan-failure path doesn't release guarantor commitments
261	### #261. `EcosystemVault.distributeCouncilRewards` is `onlyManager`, not gated by ProofScore minimum
262	### #262. `VFIDEFlashLoan` `setSeer` and `setFeeDistributor` have no timelock
263	### #263. `VFIDEFlashLoan` is described as Howey-safe but allows lender pooling via "find best lender" optimization
264	### #264. `SanctumVault` reward for charity donation is +1.0 ProofScore, daily-rate-limited
265	### #265. `EcosystemVault.MAX_COUNCIL_MEMBERS = 12`
266	### #266. Seer rewards and punishments are wrapped in `try/catch {}` — failures silent
267	### #267. `VFIDEFinance.setNotifier` allows only ONE pending change at a time
268	### #268. `VFIDEPriceOracle` deviation calculation uses `oldPrice` as denominator, not `min(old, new)`
269	### #269. `VFIDEPriceOracle` chainlink decimals mismatch handling reads decimals via direct call (not try-catch)
270	### #270. VaultHub.pause() — instant, deployer-owned
271	### #271. VaultRecoveryClaim verifier-only path — 5 verifiers can claim guardianless vaults up to 50K VFIDE
272	### #272-#277. Various VaultHub recovery flow issues
273	- **#273**: setRecoveryApprover instant (no timelock)
274	- **#274**: 2-of-N approvers can rotate any vault's owner after 72h
275	- **#275**: ensureVault gas spike + reentrancy surface
276	- **#276**: vaultOf returns first match; multiple vault scenarios undefined
277	- **#277**: Vault rotation events don't include before/after balance
278	### #278. CardBoundVault gas:10_000 hardcode
279	### #279. CardBoundVault.applyRescueNative bricks on L2
280	### #280. CardBoundVault.pause() by ANY guardian — single guardian can permanently pause
281	### #281-#285. CardBoundVault other issues
282	- **#282**: Spend limit window calculation can wrap around at uint64 boundaries
283	- **#283**: Nonce-based replay protection has small window
284	- **#284**: Guardian removal proposes single member but doesn't reset votes
285	- **#285**: UserVaultLegacy single-guardian recovery — single mature guardian can initiate + auto-approve
286	### #286-#295. VaultRegistry/VaultInfrastructure issues
287	- **#287**: getVaultCount doesn't paginate
288	- **#288**: VaultInfrastructure.deployVault gas estimate hardcoded
289	- **#289**: Vault factory caches implementation address that can become stale
290	- **#290**: ensureVault path can deploy a vault for an address that already has one (race)
291	- **#291**: VaultRegistry events don't include block.timestamp explicitly
292	- **#292**: vaultMetadata uri can be set to javascript: or other malicious schemes
293	- **#293**: registry.setVaultHub no timelock
294	- **#294**: registry.transferOwnership doesn't event-log
295	- **#295**: VaultInfrastructure has stale comments referencing removed contracts
296	### #296-#305. EcosystemVault distribution / executor / accounting issues
297	- **#297**: workPayoutHistory unbounded
298	- **#298**: setManager instant (no timelock)
299	- **#299**: AutoSwap configuration gas-heavy
300	- **#300**: ProductionPolicy default values hardcoded
301	- **#301**: SustainabilityFee not connected to actual sustainability metrics
302	- **#302**: Executor whitelist add/remove instant (no timelock)
303	- **#303**: Distribution math rounds to manager favorably
304	- **#304**: Pause cascade — vault pause cascades to dependent contracts
305	- **#305**: ManagerFee accumulator can be drained via repeated tiny distributions
306	The second most consequential is **#306 — VFIDEToken deploy script treasury parameter mismatch**: this is a pure deploy blocker. The contract cannot be deployed as scripted today.
307	5. **Fix VFIDEToken permit() struct hash missing deadline** (#307, R16). EIP-2612 PERMIT_TYPEHASH includes `deadline` but the struct hash being signed omits it. All standard permit signatures fail. One-line fix.
308	### #308. setSeerAutonomous no timelock
309	### #309. Treasury 75% supply concentration
310	### #310. Whitelisted addresses bypass vault-only check
311	### #311. emergencyBreaker single pause point — token has emergencyBreaker.halted() check
312	### #312. _resolveFeeScoringAddress only resolves `from` not `logicalTo`
313	### #313. _enforceSeerAction reverts on catch
314	### #314. ensureVault gas spike + reentrancy surface
315	### #315. systemExempt bypasses ALL checks
316	### #316-#324. Other VFIDEToken hardening items
317	- **#317**: applyTreasurySink/applySanctumSink chained timelocks (48h each, but no cancellation events)
318	- **#318**: token-level pause flag deprecated but constants remain
319	- **#319**: balanceOf doesn't account for pending escrowed amounts
320	- **#320**: totalSupply doesn't track burnedAmount separately
321	- **#321**: nonces mapping never cleaned up
322	- **#322**: Custom errors used inconsistently (some require, some revert with error)
323	- **#323**: Event indexing inconsistent
324	- **#324**: Some legacy struct fields unused
325	7. **Add OCP wrappers for ALL token onlyOwner functions** (#325, #326, R17). Post-rotation, 8 token apply* functions and 4 module setters become permanently uncallable.
326	### #326. OCP missing setEmergencyBreaker, setFraudRegistry, setEcosystemDistributor, setSeerAutonomous wrappers
327	8. **Update transfer-governance.ts ordering + transfer ownership of all admin contracts** (#327, #328, R17; #347, R18). Script transfers token ownership BEFORE pending applies complete; never transfers VaultHub, BurnRouter, EcosystemVault.
328	### #328. OCP wraps onlyOwner functions on contracts whose ownership was never transferred to OCP
329	### #329-#332. OCP queue inconsistencies
330	- **#330**: emergency_pauseAll requires 24h OCP queue + 48h token timelock = 72h+
331	- **#331**: token_applyModules calls 3 applies in sequence; reverts if any pending missing
332	- **#332**: emergency_recoverETH/Tokens lets owner sweep any ETH/tokens sent to OCP
333	### #333-#344. Other OCP findings
334	- **#334**: governance_setDelay halving + 30-day cooldown
335	- **#335**: acceptOwnership no time bound
336	- **#336**: vault_freezeVault deprecated stubs revert
337	- **#337**: getTokenStatus.treasuryBalance returns OCP-owner balance not actual treasury
338	- **#338**: ecosystem_setManager + others non-functional but consume OCP queue on failure
339	- **#339**: emergency_resumeAll asymmetric (24h vs pause's 72h)
340	- **#340**: setPanicGuard timelocked but reportRisk consumes queue
341	- **#341**: setContracts permissive
342	- **#342**: min payout default 0
343	- **#343**: SecurityHub references in comments
344	- **#344**: missing cancel wrappers parallel to missing apply wrappers
345	6. **Cap ecosystemMinBps inflation at original totalFee** (#345, R18). Owner can silently push effective fee from 0.25% to 1% by setting `ecosystemMinBps = 100`. Extra goes to deployer-controlled EcosystemVault. ~5 line fix.
346	### #346. burnRouter.pause() instant, no timelock — kill-switch on token post-policyLock
347	### #347. setToken has no timelock and no validation
348	### #348. setSustainability no timelock or cooldown
349	### #349. setMicroTxFeeCeiling and setMicroTxUsdCap no timelock
350	### #350. Adaptive fees only apply to interpolated score range, creating cliffs at boundaries
351	### #351. cachedTimeWeightedScore stale up to 1 hour; H-3 only protects against drops not increases
352	### #352. scoreHistory only populated when Seer calls updateScore
353	### #353. recordBurn function unused (token never calls)
354	### #354. previewCheckout 8-iteration cap may not converge
355	### #355-#362. Various other findings
356	- **#356**: burnSink can be soft-burn vault (deployer-controlled by default)
357	- **#357**: baseBurnBps/sanctumBps/ecosystemBps stored but unused
358	- **#358**: lastFeePolicyChange shared between setFeePolicy and setAdaptiveFees
359	- **#359**: setToken has no validation it's actual VFIDE
360	- **#360**: SeerScoreZeroWarning only fires inside computeFeesAndReserve
361	- **#361**: dailyBurnedAmount only resets via _resetDayIfNeeded (called by certain functions)
362	- **#362**: 7-day MODULE_CHANGE_DELAY for proposeModules is good but inconsistent with other 48h delays
363	9. **Consolidate halt mechanisms** (#363-#367, R19). Four independent global halt paths exist (VaultHub.pause, BurnRouter.pause, EmergencyBreaker.toggle, CircuitBreaker.manualTrigger). Pick ONE multisig-controlled mechanism, remove the others.
364	### #364. EmergencyControl.daoToggle has only 5-minute anti-flap cooldown for system-wide halt
365	### #365. EC committeeVote threshold can be set arbitrarily low by DAO
366	### #366. CircuitBreaker.manualTrigger by single key with EMERGENCY_PAUSER_ROLE
367	### #367. checkAndTrigger is permissionless and triggers on threshold violations
368	### #368. EC committee voting accumulates within epoch; member additions can complete stalled halt votes
369	### #369. EC committee can pass halt with stale vote timing (analyzed; logic correct)
370	### #370. EC.proposeRecovery requires breaker.halted() — but halt is reversible by DAO
371	### #371. FraudRegistry sybil resistance: 3 NEUTRAL-score reporters can flag any address
372	### #372. FraudRegistry confirmFraud is single-key DAO with 48h appeal window only
373	### #373. FraudRegistry permanent ban means permanent escrow
374	### #374. FraudRegistry rescueStuckEscrow allows DAO to redirect funds after 120 days total
375	### #375. FraudRegistry rescueExcessTokens allows DAO to drain donations or accounting drift
376	### #376-#390. Various other findings
377	- **#377**: CB no minimum-warmup TVL gate
378	- **#378**: EC removeMember resets votes
379	- **#379**: FR escrowTransfer routes correctly through vault recovery (good)
380	- **#380**: FR clearFlag doesn't auto-process refunds
381	- **#381**: FR no paginated getPendingEscrows
382	- **#382**: EC refreshRecoveryEpoch DAO-only
383	- **#383**: CB no auto-scaling sensitivity
384	- **#384**: FR.escrowedTransfers grows unboundedly
385	- **#385**: FR no user opt-out
386	- **#386**: EC committee max 21 members
387	- **#387**: CB DEFAULT_ADMIN_ROLE bootstrap centralization
388	- **#388**: EC.minCooldown hardcoded 5min (no setter despite event signature)
389	- **#389**: FR complaintCount cap 100 per target
390	- **#390**: EC stuck recovery proposal cancellation paths
391	The most consequential single finding is **#391 — AdminMultiSig is deployed but never wired into the protocol.** Every "deployer holds X" finding from rounds 1-19 stands as written: there is no multisig backstop. Once this is fixed, many other findings reduce in severity (the deployer compromise model becomes a 3-of-5 council compromise model).
392	2. **Lower EMERGENCY_APPROVALS to 4-of-5** (#392, R20). With unanimity required, a single lost key permanently bricks emergency governance and council rotation.
393	3. **Require veto quorum matching approval quorum** (#393, R20). Currently 1-of-5 can veto a proposal that needed 3-of-5 to approve. Single bad-faith council member can block all governance.
394	### #394. Bootstrap window: community veto is permissionless when neither seer nor vfideToken is set
395	### #395. Community veto threshold + minScore inherits NEUTRAL-default sybil weakness from FraudRegistry
396	### #396. Council members are fixed at construction with no rotation path other than 5/5 emergency
397	### #397. setExecutionGasLimit can be set as low as 100k via proposal
398	### #398. Selector allowlist allows the same selectors across all proposal types
399	### #399. proposalTypeTargetAllowed and proposalTypeSelectorAllowed are separate — allows any allowed selector on any allowed target
400	### #400. Approvals can continue past required threshold (no over-approval — verified safe)
401	### #401. No upper bound on proposal data size
402	### #402. Constructor doesn't validate council members are EOAs vs contracts
403	### #403. No way to query the current proposal selector allowlist (no enumeration)
404	### #404. Proposals cannot be rescinded by their proposer
405	### #405. Community veto window for EMERGENCY = ~25h; for CRITICAL = ~72h; for CONFIG = ~48h
406	### #406. No protection against executing a proposal whose target was removed from allowlist post-creation
407	### #407. Approval doesn't check proposal hasn't expired
408	### #408. No event emitted on proposal expiry
409	### #409. setExecutionGasLimit's gating uses `executingProposalId != NO_ACTIVE_PROPOSAL` only; missing modifier
410	### #410. setVFIDEToken doesn't reject same address
411	### #411. updateCouncilMember edge cases verified safe
412	### #412. Public council array maintenance verified safe
413	### #413. Hardcoded timelock delays — no governance path to change them
414	### #414. vetoThreshold = 100 is also constant; cannot be adjusted
415	Round 21 audited the previously-unaudited contract slice plus a deeper look at the deploy scripts. Full detail is in the companion document `VFIDE_AUDIT_R21.md`. Summary of new findings (#415 - #486):
416	**#416** (CRITICAL): `transfer-governance.ts` doesn't transfer ownership/DAO of 11+ governed contracts (VaultHub, BurnRouter, EcosystemVault, SanctumVault, FeeDistributor admin, StablecoinRegistry, PayrollManager, LiquidityIncentives, EmergencyControl, CircuitBreaker, plus AdminMultiSig itself never used as governance for any).
417	**#417** (HIGH): `DevReserveVestingVault.DAO` is `immutable`. Cannot be rotated. Deployer-as-DAO is permanent.
418	4. Set up continuous security monitoring per #418
419	### #419. `revokeRoleWithReason` doesn't validate `account != address(0)`
420	### #420. `batchGrantRole` and `batchRevokeRole` have no upper bound on accounts.length
421	### #421. `batchGrantRole` skips the "with reason" logging pattern
422	### #422. No expiration on `pendingAdminAt`
423	### #423. DEFAULT_ADMIN_ROLE is sole admin of all 3 sub-roles — no separation of duties
424	### #424. `hasAnyRole` and `hasAllRoles` loop unbounded externally; gas-DoS via large input array
425	**#425** (HIGH): GuardianRegistry — DAO can override user's guardian preferences instantly (add/remove/setThreshold for any vault).
426	### #426. GuardianRegistry: threshold > guardianCount silently clamped on read instead of being rejected
427	**#427** (HIGH): GuardianLock — DAO can unlock and cancel any in-progress vote unilaterally.
428	**#428** (HIGH): PanicGuard — DAO can quarantine any vault for up to 90 days. Direct violation of "no freeze" principle.
429	**#429** (CRITICAL): PanicGuard.setGlobalRisk(true) — single DAO key kill-switch. Currently dormant since SecurityHub was removed; documented as latent risk.
430	### #430. PanicGuard: `vaultHub` setting is instant via setHub
431	**#431** (HIGH): EmergencyBreaker.setDAO instant, no timelock.
432	### #432. EmergencyBreaker: `toggle` activation has 0 cooldown (already known via #363)
433	### #433. PanicGuard: `selfPanic` requires vault registration via VaultHub.registerVault
434	### #434. `MAX_LOGS_PER_BLOCK = 50` per logger — bottleneck for high-throughput logging
435	### #435. setLogger and setDAO have 48h timelocks — strong defense, no issues
436	**#436** (HIGH): PayrollManager.emergencyWithdraw allows DAO to drain any stream to ANY address (7-day timelock).
437	### #437. `pauseStream` by either party but `resumeStream` only by payer or DAO — payee can pause but not resume
438	### #438. `setSeer` no timelock
439	### #439. `setSupportedToken` no timelock
440	### #440. Stream `expiryTime = block.timestamp + MAX_STREAM_DURATION` — hardcoded 365 days, no extension
441	### #441. No upper bound on `ratePerSecond`
442	### #442. `claimable` adds `pausedAccrued` post-resume — check sequencing carefully
443	### #443. `pauseStream` re-callable on already-paused stream reverts
444	### #444. `cancelStream` doesn't run for streams that are paused
445	### #445. `claimExpiredStream` payee gets capped at `claimable()` which respects expiry
446	**#446** (HIGH): ServicePool.pause() halts all `claimPayment` with no timelock; ADMIN_ROLE single-key DoS on worker pay.
447	### #447. `sweepUnclaimed` to admin-chosen `to` address — admin can self-direct after 180 days
448	### #448. `emergencyWithdraw` "above committed" pattern is sound
449	### #449. `_recordContribution` score has no per-call upper bound
450	### #450. `batchClaim` cap of 50 periods is reasonable
451	### #451. Period rollover (`_advancePeriodIfNeeded`) handles multi-period skips correctly
452	### #452. Distribute uses balance snapshot — anyone can front-run by donating
453	### #453. `updatePayees` checks total = 100% but doesn't validate non-overlapping accounts
454	### #454. Daily cap (`maxPointsPerUserPerDay`) silently drops votes that would exceed it
455	### #455. Lifetime cap (`maxPointsPerUser`) similarly silent
456	**#456** (HIGH): MerchantRegistry.dao, token, vaultHub, seer all `immutable` — no rotation path; long-term flexibility lost.
457	### #457. `_noteRefund` and `_noteDispute` accept calls from `authorizedEscrow` OR `dao` — DAO can manipulate counters
458	### #458. `CommerceEscrow.resolve` is `onlyDAO` — single key resolution
459	### #459. `markFunded` re-validates vault ownership at call time (good) — but no check that funds actually arrived
460	### #460. Escrow ID arithmetic is via `++escrowCount` — overflow at 2^256-1; not a concern
461	### #461. EscrowManager `release`, `refund`, `claimTimeout`, `raiseDispute` still operational despite createEscrow being deprecated
462	**#462** (HIGH): DevReserveVestingVault.emergencyFreeze has no DAO unfreeze; only beneficiary can unpause.
463	### #463. `setVestingStart` allows DAO to backdate up to 30 days
464	**#464** (HIGH): DevReserveVestingVault BENEFICIARY and DAO are `immutable`; key loss = unrecoverable vest.
465	### #465. Vested amount calculation rounds down per unlock; last unlock covers the remainder
466	### #466. `addPool` calls `vfideToken.setWhaleLimitExempt(lpToken, true)` in try/catch
467	### #467. Decimals enforced at 1-18 range — outside conventional 6/8/18 — no real impact
468	### #468. All operations have 48h timelocks — strong defense
469	### #469. Single-key DAO can call `reportGovernanceAbuse` to punish any user
470	**#470, #471** (HIGH): GovernanceHooks reverts on SeerGuardian flag — bricks all DAO proposal execution and voting if guardian fails.
471	### #471. `onVoteCast` REVERTS if voter is "restricted" by SeerGuardian
472	### #472. `transferOwnership` is single-step; no acceptance pattern
473	**#473, #474** (MEDIUM-HIGH): VFIDEBridge owner can set max amount to 0 instantly (halt) and bridge fee without timelock.
474	### #474. `bridgeFee` mutable up to some implicit cap
475	### #475. `refundWindowCosigner` pattern is good defense but cosigner can be the same as owner
476	### #476. LayerZero OApp inherits owner controls; bridge inherits all upstream LayerZero risks
477	**#477** (HIGH): SeerAutonomous.daoOverride accepts arbitrary expiry — DAO can grant indefinite enforcement immunity.
478	### #478. `daoSetRateLimit` no timelock
479	### #479. `riskOracle.getRiskScore` is wrapped in try/catch (good)
480	### #480. `setOperator` instantly grants beforeAction calling rights
481	**#481** (MEDIUM): Frontend SuggestionsTab and DiscussionsTab use hardcoded mock data; user submissions don't persist.
482	### #482. `CreateProposalTab.tsx` calls `onPropose` callback but parent component handling not verified
483	### #483. `app/settings/page.tsx` is a links-only page — no real settings UI
484	### #484. `app/vault/settings/page.tsx` mounts `VaultSettingsPanel` and `GuardianManagementPanel`
485	**#485, #486** (HIGH): Test infrastructure has 316 mock-heavy tests; no end-to-end deploy integration test would catch the kinds of bugs found in this audit.
486	### #486. No integration test that runs deploy-full + transfer-governance end-to-end
487	Round 22 closed out the remaining unaudited contract surface. Full detail in the companion document `VFIDE_AUDIT_R22.md`. Findings #487 — #524 (38 findings).
488	**#488** (CRITICAL): MainstreamPriceOracle.forceSetPrice allows DAO to drop price by 90% in 5 minutes. `MAX_FORCE_PRICE_DECREASE_BPS = 9000`. Compromised DAO key = 10× user payment manipulation.
489	### #489. MainstreamPriceOracle: setUpdater no timelock
490	**#490** (HIGH): MultiCurrencyRouter.setRecommendedRouter no timelock. Frontend trusts on-chain "recommended" router; swap to malicious router instant.
491	### #491. SessionKeyManager: setDefaultLimits instant
492	**#492** (HIGH): SessionKeyManager._enforceSeerAction blocks payment on "Delayed" Seer result. Honest user with one ambiguous flag has session-tap permanently broken.
493	### #493. TerminalRegistry: DAO can deactivate any terminal
494	### #494. FiatRampRegistry: rewards exploitable by sybil rings
495	### #495. BadgeManager: setOperator instant
496	**#496** (HIGH): BadgeManager.setQualificationRules instant. DAO can install rules where everyone qualifies; operators auto-award FOUNDING_MEMBER (+800 score).
497	**#497** (HIGH): BadgeManager.revokeBadge punishes user score immediately; DAO unilateral, no challenge.
498	### #498. VFIDEBadgeNFT: setBaseURI instant by Ownable owner
499	### #499. VFIDEBadgeNFT: no badge sync — NFT persists after Seer revokes badge
500	### #500. VFIDEBadgeNFT: pioneer/founding counter race condition
501	**#501** (HIGH): CouncilElection vote weight = score-at-electionStart; sybils can pre-mint score before election.
502	### #502. CouncilElection: setModules timelock has no cancellation path
503	**#503** (HIGH): CouncilElection.refreshCouncil DAO-callable with arbitrary subset; selective removal of dissenting members.
504	**#504** (HIGH): CouncilElection.removeCouncilMember "DAO can remove anyone for any reason" — no timelock.
505	### #505. CouncilSalary: notifyNewCouncil callable by DAO-set councilElection address
506	### #506. CouncilSalary: DAO can reinstate any blacklisted member instantly
507	### #507. CouncilManager: payment distribution silently swallows failures
508	### #508. CouncilManager: checkDailyScores depends on keeper reliability
